PROVIDER;DESCRIPTION;SUBSCRIPTIONID;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_TACTICS;REQUIREMENTS_SUBTECHNIQUES;REQUIREMENTS_PLATFORMS;REQUIREMENTS_TECHNIQUEURL;REQUIREMENTS_ATTRIBUTES_SERVICES;REQUIREMENTS_ATTRIBUTES_CATEGORIES;REQUIREMENTS_ATTRIBUTES_VALUES;REQUIREMENTS_ATTRIBUTES_COMMENTS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;LOCATION 
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1578;Modify Cloud Compute Infrastructure;An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses. A modification to the compute service infrastructure can include the creation, deletion, or modification of one or more components such as compute instances, virtual machines, and snapshots.;Defense Evasion;T1578.001 - Create Snapshot | T1578.002 - Create Cloud Instance | T1578.003 - Delete Cloud Instance | T1578.004 - Revert Cloud Instance;IaaS;https://attack.mitre.org/techniques/T1578/;Azure Resource Manager, Microsoft Cloud App Security, Azure Sentinel;Protect, Detect, Detect;Partial, Minimal, Minimal;"This control provides partial protection for all of its sub-techniques and therefore its coverage score factor is Partial, resulting in a Partial score, This control can identify anomalous admin activity.Relevant alerts include ""Multiple storage deletion activities"", ""Multiple VM creation activities"", and ""Suspicious creation activity for cloud region""., The Azure Sentinel Hunting ""Azure Resources assigned Public IP addresses"" query detect suspicious IP address changes.";FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_apps;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1550;Use Alternate Authentication Material;Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls.;Defense Evasion | Lateral Movement;T1550.001 - Application Access Token | T1550.004 - Web Session Cookie;IaaS;https://attack.mitre.org/techniques/T1550/;Microsoft Defender for Identity, Azure Sentinel, Azure AD Identity Secure Score;Detect, Detect, Protect;Partial, Minimal, Partial;This control provides partial detection for some of this technique's sub-techniques (due to unknown false-positive/true-positive rate), resulting in a Partial score., This control provides minimal coverage of half of this technique's sub-techniques, without additional coverage of procedure examples, resulting in an overall score of Minimal., This control provides recommendations that lead to protections for some of the sub-techniques of this technique. Due to it only providing a recommendation, its score has been capped at Partial.;FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_apps;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1606;Forge Web Credentials;Adversaries may forge credential materials that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS environments or on-premise servers) often use session cookies, tokens, or other materials to authenticate and authorize user access.;Credential Access;T1606.001 - Web Cookies | T1606.002 - SAML Tokens;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1606/;Azure AD Identity Protection, Azure AD Identity Protection, Azure AD Identity Secure Score;Detect, Respond, Detect;Partial, Partial, Partial;"This control can be effective at detecting forged web credentials because it uses environmental properties (e.g. IP address, device info, etc.) to detect risky users and sign-ins even when valid credentials are utilized. It provides partial coverage of this technique's sub-techniques and therefore has been assessed a Partial score., Provides Significant response capabilities for one of this technique's sub-techniques (SAML tokens)., This control's ""Turn on sign-in risk policy"" and ""Turn on user risk policy"" recommendations recommend the usage of Azure AD Identity Protection which can detect one of the sub-techniques of this technique. This is a recommendation and therefore the score is capped at Partial.";FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_apps;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1040;Network Sniffing;Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network. Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection. An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data.;Credential Access | Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1040/;Azure AD Identity Secure Score, Azure Key Vault, Azure Policy, Azure Private Link, Azure Security Center Recommendations, Azure Sentinel, Azure VPN Gateway, Azure Security Center Docker Host Hardening;Protect, Protect, Protect, Protect, Protect, Detect, Protect, Protect;Minimal, Minimal, Partial, Partial, Minimal, Minimal, Significant, Minimal;"This control's ""Stop clear text credentials exposure"" provides a recommendation to run the ""Entities exposing credentials in clear text"" assessment that monitors your traffic for any entities exposing credentials in clear text (via LDAP simple-bind). This assessment seems specific to LDAP simple-binds and coupled with the fact that it is a recommendation and is not enforced, results in a Minimal score., This control provides secure methods for accessing secrets and passwords. This can reduce the incidences of credentials and other authentication material being transmitted in plain text or by insecure encryption methods. Any communication between applications or endpoints after access to Key Vault may not be secure., This control may provide recommendations to enable various Azure services that route traffic through secure networks, segment all network traffic, and enable TLS encryption where available., This control reduces the likelihood of a network sniffing attack for traffic between remote users, cloud, and 3rd parties by routing the traffic via the Microsoft backbone rather than over the Internet., This control's recommendations related to enforcing the usage of the secure versions of the HTTP and FTP protocols (HTTPS and FTPS) can lead to encrypting traffic which reduces the ability for an adversary to gather sensitive data via network sniffing.This also applies to the ""Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign"", ""Enforce SSL connection should be enabled for MySQL database servers"", ""Enforce SSL connection should be enabled for PostgreSQL database servers"", ""Only secure connections to your Redis Cache should be enabled"" and ""Secure transfer to storage accounts should be enabled"" recommendations for their respective protocols.The ""Usage of host networking and ports should be restricted"" recommendation for Kubernetes clusters can also lead to mitigating this technique.These recommendations are limited to specific technologies on the platform and therefore its coverage score is Minimal., The Azure Sentinel Analytics ""Powershell Empire cmdlets seen in command line"" query can detect the use of Empire, which can be used to conduct packet capture on target hosts, but does not address other procedures., This control encrypts traffic traversing over untrusted networks which can prevent information from being gathered via network sniffing., This control may recommend usage of TLS to encrypt communication between the Docker daemon and clients. This can prevent possible leakage of sensitive information through network sniffing.";FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_apps;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1580;Cloud Infrastructure Discovery;An adversary may attempt to discover infrastructure and resources that are available within an infrastructure-as-a-service (IaaS) environment. This includes compute service resources such as instances, virtual machines, and snapshots as well as resources of other services including the storage and database services.;Discovery;;IaaS;https://attack.mitre.org/techniques/T1580/;Azure Defender for Key Vault, Azure Defender for Resource Manager, Azure Policy, Azure Sentinel, Azure Resource Manager Role Based Access Control;Detect, Detect, Protect, Detect, Protect;Minimal, Partial, Partial, Minimal, Partial;"This control may alert on suspicious access of key vaults, including suspicious listing of key vault contents. This control does not alert on discovery of other cloud services, such as VMs, snapshots, cloud storage and therefore has minimal coverage. Suspicious activity based on patterns of access from certain users and applications allows for managing false positive rates., This control may alert on Cloud Infrastructure Discovery activity generated by specific toolkits, such as MicroBurst, PowerZure, etc. It may not generate alerts on undocumented discovery techniques or exploitation toolkits. The following alerts may be generated: ""PowerZure exploitation toolkit used to enumerate storage containers, shares, and tables"", ""PowerZure exploitation toolkit used to enumerate resources"", ""MicroBurst exploitation toolkit used to enumerate resources in your subscriptions"", ""Azurite toolkit run detected""., This control may provide recommendations to enable Azure services that limit access to cloud infrastructure. Several Azure services and controls provide mitigations against cloud infrastructure discovery., The Azure Sentinel Hunting ""Azure storage key enumeration"" query can identify potential attempts by an attacker to discover cloud infrastructure resources., This control can be used to limit the number of users that have privileges to discover cloud infrastructure thereby reducing an organization's cloud infrastructure attack surface.";FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_apps;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1078;Valid Accounts;Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Compromised credentials may be used to bypass access controls placed on various resources on systems within the network and may even be used for persistent access to remote systems and externally available services, such as VPNs, Outlook Web Access, network devices, and remote desktop.[1] Compromised credentials may also grant an adversary increased privilege to specific systems or access to restricted areas of the network. Adversaries may choose not to use malware or tools in conjunction with the legitimate access those credentials provide to make it harder to detect their presence.;Defense Evasion | Persistence | Privilege Escalation | Initial Access;T1078.001 - Default Accounts | T1078.004 - Cloud Accounts;Azure AD | Containers | Google Workspace | IaaS | Linux | Network | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1078/;Azure SQL Database, Azure Cosmos DB, Azure Windows Machines, Azure AD, Azure AD, Azure AD, Azure AD, Azure AD, Azure AD, Azure Defender, Azure Policy, Azure Security Center, Azure Sentinel, Azure App Service, Azure AD, Azure AD;Detect, Detect, Detect, Detect, Respond, Detect, Protect, Protect, Protect, Detect, Protect, Protect, Detect, Detect, Protect, Respond;Minimal, Minimal, Partial, Partial, Partial, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Partial, Partial, Minimal, Minimal;"This control only provides alerts for a set of Azure database offerings. Databases that have been deployed to endpoints within Azure or third-party databases deployed to Azure do not generate alerts for this control., This control's detection is specific to the Cosmos DB and therefore provides minimal overall detection coverage for Valid Accounts resulting in a Minimal score. A relevant alert is ""Access from an unusual location to a Cosmos DB account""., This control is able to detect some of this technique's sub-techniques resulting in a Partial Coverage score and consequently an overall score of Partial., This control provides partial detection for some of this technique's sub-techniques and procedure examples resulting in an overall Partial detection score., This control provides a response capability that accompanies its detection capability that can contain and eradicate the impact of this technique. Because this capability varies between containment (federated accounts) and eradication (cloud accounts) and is only able to respond to some of this technique's sub-techniques, it has been scored as Partial., This control provides recommendations that can lead to the detection of the malicious usage of valid cloud accounts but does not provide recommendations for the remaining sub-techniques Additionally, it provides limited detection for this technique's procedure examples. Consequently, its overall detection coverage score is minimal., This control provides recommendations that can lead to protecting against the malicious usage of valid cloud accounts but does not provide recommendations for the remaining sub-techniques Additionally, it provides limited protection for this technique's procedure examples. Consequently, its overall protection coverage score is minimal., This control only protects cloud accounts and therefore its overall protection coverage is Minimal., This control only provides protection for one of this technique's sub-techniques while not providing any protection for the remaining and therefore its coverage score is Minimal, resulting in a Minimal score., This control provides minimal detection for its procedure examples. Additionally, it is able to detect only one of its sub-techniques (Cloud Accounts) resulting in a Minimal Coverage score and consequently an overall score of Minimal., , This control's recommendations about removing deprecated and external accounts with sensitive permissions from your subscription can lead to mitigating the Cloud Accounts sub-technique of this technique. Because this is a recommendation and has low coverage, it is assessed as Minimal., This control's recommendations about removing deprecated and external accounts with sensitive permissions from your subscription can lead to mitigating the Cloud Accounts sub-technique of this technique. Because this is a recommendation and has low coverage, it is assessed as Minimal., This control can identify anomalous behavior such as geographically impossible logins and out-of-character activity.Relevant alerts include ""Activity from anonymous IP address"" , ""Activity from infrequent country"", ""Activity from suspicious IP address"", ""Impossible Travel"", and ""Activity performed by terminated user""., This control only provides minimal protection for this technique's procedure examples along and also only protects one of its sub-techniques resulting in an overall Minimal score., This control only protects cloud accounts and therefore its overall coverage is minimal resulting in a Minimal respond score for this technique.";FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1098;Account Manipulation;Adversaries may manipulate accounts to maintain access to victim systems. Account manipulation may consist of any action that preserves adversary access to a compromised account, such as modifying credentials or permission groups. These actions could also include account activity designed to subvert security policies, such as performing iterative password updates to bypass password duration policies and preserve the life of compromised credentials.;Persistence;T1098.001 - Additional Cloud Credentials | T1098.003 - Additional Cloud Roles | T1098.004 - SSH Authorized Keys;IaaS | Office 365 | SaaS;https://attack.mitre.org/techniques/T1098/;Azure AD, Azure AD, Azure Policy, Azure Security Center, Azure Sentinel, Microsoft Cloud App Security, Microsoft Defender for Cloud, Azure Monitor, Microsoft Defender for Identity, Azure Resource Manager;Detect, Protect, Protect, Protect, Detect, Detect, Detect, Detect, Detect, Protect;Minimal, Partial, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Partial;"This control only provides detection for one of this technique's sub-techniques while not providing any detection for the remaining and therefore its coverage score is Minimal, resulting in a Minimal score., This control provides significant protection for some of this technique's sub-techniques while not providing any protection for others, resulting in a Partial score., , This control's ""Immutable (read-only) root filesystem should be enforced for containers"" recommendation can prevent modifying the ssh_authorized keys file. Because it is a recommendation and limited to only one sub-technique, its score is Minimal., The following Azure Sentinel Hunting queries can identify potentially malicious manipulation of accounts to increase or maintain access: ""Azure DevOps - Guest users access enabled"", ""Azure DevOps - Additional Org Admin added"", ""Anomalous Activity Role Assignment"", ""Anomalous Role Assignment"", and ""Anomalous AAD Account Manipulation"", which indicate expansion of accounts' access/privileges; ""Bots added to multiple teams"" which indicates workspace access granted to automated accounts. The following Azure Sentinel Analytics queries can identify potentially malicious manipulation of accounts to increase or maintain access: ""Suspicious granting of permissions to an account"" from a previously unobserved IP address, ""External user added and removed in short timeframe"" for Teams resources, ""Account added and removed from privileged group"", ""User account added to built in domain local or global group"", and ""New user created and added to the built-in administrator group"". ""Multiple Password Reset by user"" can detect potentially malicious iterative password resets., This control can detect anomalous admin activity that may be indicative of account manipulation. Relevant alerts include ""Unusual administrative activity (by user)"" and ""Unusual addition of credentials to an OAuth app""., , This control provides partial detection for only one of this technique's sub-techniques and does not cover most of its procedure examples, resulting in a score of Minimal., This controls's ""Suspicious additions to sensitive groups (external ID 2024)"" alert can utilize machine learning to detect when an attacker adds users to highly privileged groups. Adding users is done to gain access to more resources, and gain persistency. This detection relies on profiling the group modification activities of users, and alerting when an abnormal addition to a sensitive group is observed. Defender for Identity profiles continuously.This alert provides Partial coverage of this technique with a reduced false-positive rate by utilizing machine learning models., This control provides protection for some of this technique's sub-techniques and therefore its coverage score factor is Partial, resulting in a Partial score.";FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1578;Modify Cloud Compute Infrastructure;An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses. A modification to the compute service infrastructure can include the creation, deletion, or modification of one or more components such as compute instances, virtual machines, and snapshots.;Defense Evasion;T1578.001 - Create Snapshot | T1578.002 - Create Cloud Instance | T1578.003 - Delete Cloud Instance | T1578.004 - Revert Cloud Instance;IaaS;https://attack.mitre.org/techniques/T1578/;Azure Resource Manager, Microsoft Cloud App Security, Azure Sentinel;Protect, Detect, Detect;Partial, Minimal, Minimal;"This control provides partial protection for all of its sub-techniques and therefore its coverage score factor is Partial, resulting in a Partial score, This control can identify anomalous admin activity.Relevant alerts include ""Multiple storage deletion activities"", ""Multiple VM creation activities"", and ""Suspicious creation activity for cloud region""., The Azure Sentinel Hunting ""Azure Resources assigned Public IP addresses"" query detect suspicious IP address changes.";FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1550;Use Alternate Authentication Material;Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls.;Defense Evasion | Lateral Movement;T1550.001 - Application Access Token | T1550.004 - Web Session Cookie;IaaS;https://attack.mitre.org/techniques/T1550/;Microsoft Defender for Identity, Azure Sentinel, Azure AD Identity Secure Score;Detect, Detect, Protect;Partial, Minimal, Partial;This control provides partial detection for some of this technique's sub-techniques (due to unknown false-positive/true-positive rate), resulting in a Partial score., This control provides minimal coverage of half of this technique's sub-techniques, without additional coverage of procedure examples, resulting in an overall score of Minimal., This control provides recommendations that lead to protections for some of the sub-techniques of this technique. Due to it only providing a recommendation, its score has been capped at Partial.;FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1606;Forge Web Credentials;Adversaries may forge credential materials that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS environments or on-premise servers) often use session cookies, tokens, or other materials to authenticate and authorize user access.;Credential Access;T1606.001 - Web Cookies | T1606.002 - SAML Tokens;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1606/;Azure AD Identity Protection, Azure AD Identity Protection, Azure AD Identity Secure Score;Detect, Respond, Detect;Partial, Partial, Partial;"This control can be effective at detecting forged web credentials because it uses environmental properties (e.g. IP address, device info, etc.) to detect risky users and sign-ins even when valid credentials are utilized. It provides partial coverage of this technique's sub-techniques and therefore has been assessed a Partial score., Provides Significant response capabilities for one of this technique's sub-techniques (SAML tokens)., This control's ""Turn on sign-in risk policy"" and ""Turn on user risk policy"" recommendations recommend the usage of Azure AD Identity Protection which can detect one of the sub-techniques of this technique. This is a recommendation and therefore the score is capped at Partial.";FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1040;Network Sniffing;Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network. Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection. An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data.;Credential Access | Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1040/;Azure AD Identity Secure Score, Azure Key Vault, Azure Policy, Azure Private Link, Azure Security Center Recommendations, Azure Sentinel, Azure VPN Gateway, Azure Security Center Docker Host Hardening;Protect, Protect, Protect, Protect, Protect, Detect, Protect, Protect;Minimal, Minimal, Partial, Partial, Minimal, Minimal, Significant, Minimal;"This control's ""Stop clear text credentials exposure"" provides a recommendation to run the ""Entities exposing credentials in clear text"" assessment that monitors your traffic for any entities exposing credentials in clear text (via LDAP simple-bind). This assessment seems specific to LDAP simple-binds and coupled with the fact that it is a recommendation and is not enforced, results in a Minimal score., This control provides secure methods for accessing secrets and passwords. This can reduce the incidences of credentials and other authentication material being transmitted in plain text or by insecure encryption methods. Any communication between applications or endpoints after access to Key Vault may not be secure., This control may provide recommendations to enable various Azure services that route traffic through secure networks, segment all network traffic, and enable TLS encryption where available., This control reduces the likelihood of a network sniffing attack for traffic between remote users, cloud, and 3rd parties by routing the traffic via the Microsoft backbone rather than over the Internet., This control's recommendations related to enforcing the usage of the secure versions of the HTTP and FTP protocols (HTTPS and FTPS) can lead to encrypting traffic which reduces the ability for an adversary to gather sensitive data via network sniffing.This also applies to the ""Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign"", ""Enforce SSL connection should be enabled for MySQL database servers"", ""Enforce SSL connection should be enabled for PostgreSQL database servers"", ""Only secure connections to your Redis Cache should be enabled"" and ""Secure transfer to storage accounts should be enabled"" recommendations for their respective protocols.The ""Usage of host networking and ports should be restricted"" recommendation for Kubernetes clusters can also lead to mitigating this technique.These recommendations are limited to specific technologies on the platform and therefore its coverage score is Minimal., The Azure Sentinel Analytics ""Powershell Empire cmdlets seen in command line"" query can detect the use of Empire, which can be used to conduct packet capture on target hosts, but does not address other procedures., This control encrypts traffic traversing over untrusted networks which can prevent information from being gathered via network sniffing., This control may recommend usage of TLS to encrypt communication between the Docker daemon and clients. This can prevent possible leakage of sensitive information through network sniffing.";FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1580;Cloud Infrastructure Discovery;An adversary may attempt to discover infrastructure and resources that are available within an infrastructure-as-a-service (IaaS) environment. This includes compute service resources such as instances, virtual machines, and snapshots as well as resources of other services including the storage and database services.;Discovery;;IaaS;https://attack.mitre.org/techniques/T1580/;Azure Defender for Key Vault, Azure Defender for Resource Manager, Azure Policy, Azure Sentinel, Azure Resource Manager Role Based Access Control;Detect, Detect, Protect, Detect, Protect;Minimal, Partial, Partial, Minimal, Partial;"This control may alert on suspicious access of key vaults, including suspicious listing of key vault contents. This control does not alert on discovery of other cloud services, such as VMs, snapshots, cloud storage and therefore has minimal coverage. Suspicious activity based on patterns of access from certain users and applications allows for managing false positive rates., This control may alert on Cloud Infrastructure Discovery activity generated by specific toolkits, such as MicroBurst, PowerZure, etc. It may not generate alerts on undocumented discovery techniques or exploitation toolkits. The following alerts may be generated: ""PowerZure exploitation toolkit used to enumerate storage containers, shares, and tables"", ""PowerZure exploitation toolkit used to enumerate resources"", ""MicroBurst exploitation toolkit used to enumerate resources in your subscriptions"", ""Azurite toolkit run detected""., This control may provide recommendations to enable Azure services that limit access to cloud infrastructure. Several Azure services and controls provide mitigations against cloud infrastructure discovery., The Azure Sentinel Hunting ""Azure storage key enumeration"" query can identify potential attempts by an attacker to discover cloud infrastructure resources., This control can be used to limit the number of users that have privileges to discover cloud infrastructure thereby reducing an organization's cloud infrastructure attack surface.";FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;967482cc-92d7-439a-bcdc-79c7a2e35baa;2025-02-19 10:48:28.546737;T1078;Valid Accounts;Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Compromised credentials may be used to bypass access controls placed on various resources on systems within the network and may even be used for persistent access to remote systems and externally available services, such as VPNs, Outlook Web Access, network devices, and remote desktop.[1] Compromised credentials may also grant an adversary increased privilege to specific systems or access to restricted areas of the network. Adversaries may choose not to use malware or tools in conjunction with the legitimate access those credentials provide to make it harder to detect their presence.;Defense Evasion | Persistence | Privilege Escalation | Initial Access;T1078.001 - Default Accounts | T1078.004 - Cloud Accounts;Azure AD | Containers | Google Workspace | IaaS | Linux | Network | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1078/;Azure SQL Database, Azure Cosmos DB, Azure Windows Machines, Azure AD, Azure AD, Azure AD, Azure AD, Azure AD, Azure AD, Azure Defender, Azure Policy, Azure Security Center, Azure Sentinel, Azure App Service, Azure AD, Azure AD;Detect, Detect, Detect, Detect, Respond, Detect, Protect, Protect, Protect, Detect, Protect, Protect, Detect, Detect, Protect, Respond;Minimal, Minimal, Partial, Partial, Partial, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Partial, Partial, Minimal, Minimal;"This control only provides alerts for a set of Azure database offerings. Databases that have been deployed to endpoints within Azure or third-party databases deployed to Azure do not generate alerts for this control., This control's detection is specific to the Cosmos DB and therefore provides minimal overall detection coverage for Valid Accounts resulting in a Minimal score. A relevant alert is ""Access from an unusual location to a Cosmos DB account""., This control is able to detect some of this technique's sub-techniques resulting in a Partial Coverage score and consequently an overall score of Partial., This control provides partial detection for some of this technique's sub-techniques and procedure examples resulting in an overall Partial detection score., This control provides a response capability that accompanies its detection capability that can contain and eradicate the impact of this technique. Because this capability varies between containment (federated accounts) and eradication (cloud accounts) and is only able to respond to some of this technique's sub-techniques, it has been scored as Partial., This control provides recommendations that can lead to the detection of the malicious usage of valid cloud accounts but does not provide recommendations for the remaining sub-techniques Additionally, it provides limited detection for this technique's procedure examples. Consequently, its overall detection coverage score is minimal., This control provides recommendations that can lead to protecting against the malicious usage of valid cloud accounts but does not provide recommendations for the remaining sub-techniques Additionally, it provides limited protection for this technique's procedure examples. Consequently, its overall protection coverage score is minimal., This control only protects cloud accounts and therefore its overall protection coverage is Minimal., This control only provides protection for one of this technique's sub-techniques while not providing any protection for the remaining and therefore its coverage score is Minimal, resulting in a Minimal score., This control provides minimal detection for its procedure examples. Additionally, it is able to detect only one of its sub-techniques (Cloud Accounts) resulting in a Minimal Coverage score and consequently an overall score of Minimal., , This control's recommendations about removing deprecated and external accounts with sensitive permissions from your subscription can lead to mitigating the Cloud Accounts sub-technique of this technique. Because this is a recommendation and has low coverage, it is assessed as Minimal., This control's recommendations about removing deprecated and external accounts with sensitive permissions from your subscription can lead to mitigating the Cloud Accounts sub-technique of this technique. Because this is a recommendation and has low coverage, it is assessed as Minimal., This control can identify anomalous behavior such as geographically impossible logins and out-of-character activity.Relevant alerts include ""Activity from anonymous IP address"" , ""Activity from infrequent country"", ""Activity from suspicious IP address"", ""Impossible Travel"", and ""Activity performed by terminated user""., This control only provides minimal protection for this technique's procedure examples along and also only protects one of its sub-techniques resulting in an overall Minimal score., This control only protects cloud accounts and therefore its overall coverage is minimal resulting in a Minimal respond score for this technique.";FAIL;Guest invitations are not restricted to users with specific administrative roles only.;authorizationPolicy;entra_policy_guest_invite_only_for_admin_roles;False;Authorization Policy;global
